Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,19216.015,20325.29,21044.36,23241.409,25370.341,27613.703,27475.189,28322.589,29497.095,30584.909,31107.315,32027.258,33235.35,35133.815,36761.856
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,31504.335,33149.649,33900.896,35603.472,36713.219,37801.613,37330.626,38314.807,39338.981,40292.552,40644.37,41386.402,42307.83,43226.096,44271.339
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,33078.375,34015.334,34778.17,35771.744,36647.068,37538.332,38224.522,39523.621,40719.538,41768.181,42137.785,42825.83,43953.53,44803.315,45365.34
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,31065.134,32197.201,33175.812,34473.514,35676.76,36892.825,37532.799,38833.907,40155.69,41345.35,41856.712,42720.511,43985.071,44922.218,45502.488
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,26521.589,27480.309,28390.969,29634.393,30853.466,32045.449,32542.429,33726.515,34881.795,35915.009,36281.935,37097.828,38139.264,38628.126,38791.505
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,45074.004,46659.385,48133.196,49333.029,50420.237,51500.021,52591.695,54463.835,56139.594,57642.377,58205.302,59327.889,60786.13,61990.893,62922.881
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,11329.563,11836.725,12353.865,12803.769,13244.367,13705.944,14080.894,14599.641,15057.237,15476.554,15654.105,15971.703,16363.849,16523.813,16603.83
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,86675.724,89048.757,91309.757,93360.826,95243.297,97180.199,99622.155,103226.709,106350.552,109183.206,110280.238,112388.353,115050.745,116342.581,117088.2
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,21337.755,22188.795,22931.132,23835.048,24667.389,25513.691,25922.753,26812.967,27575.863,28232.196,28408.677,28783.514,29525.374,30367.752,30990.859
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,14453.298,14812.483,15160.519,15615.487,16049.796,16503.078,16943.391,17561.105,18060.958,18512.154,18673.006,18997.57,19409.703,19689.557,19908
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.874293210945,0.887157320373,0.905627597872,0.907584038566,0.91233825425,0.917518264397,0.925939159821,0.928500142748,0.932289210688,0.935834363608,0.939009207959,0.941902013939,0.94522458713,0.957633184114,0.969075623953
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,2.878860727372,2.891967391054,2.909289562986,2.96105493208,3.016569859939,3.072435399185,3.081103856682,3.083468654603,3.084811855048,3.084510777173,3.086450872899,3.083233710403,3.086317924375,3.082099738836,3.068634358859
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.42377576987,0.430961974838,0.441315448704,0.45806061672,0.47751194155,0.497206223111,0.500377279199,0.502832578471,0.509313619232,0.515123609713,0.51965763411,0.524737638891,0.531778137297,0.533865691613,0.530531558547
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.636322071718,0.640957509203,0.646957631776,0.647193868792,0.647717772064,0.646992038674,0.644271930117,0.645211710097,0.647886940933,0.650408462842,0.651359411064,0.655101800861,0.656450579099,0.651079134269,0.645634290783
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2.519709825955,2.523576558853,2.541404418552,2.525751403203,2.517873343715,2.510522163641,2.530415960501,2.535601227716,2.535861262868,2.535233038748,2.534744828273,2.532814202463,2.532454829839,2.545915839761,2.558473500046
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.585192875677,0.578563406931,0.5778668697,0.583900444319,0.593486735944,0.603232758466,0.611592816802,0.61433376916,0.617122553563,0.619643538418,0.621598558065,0.62405233332,0.625928656797,0.631166825796,0.635987920287
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,2.059877578532,2.051981022097,2.064128439548,2.073036122164,2.08989195977,2.110411010879,2.143412912169,2.153815632521,2.163208759578,2.174375633663,2.186110833714,2.196504383476,2.201756659025,2.175624697971,2.146685823187
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,3.499855031576,3.477618486813,3.466117149268,3.405921114731,3.362462710787,3.317858287148,3.333784818182,3.324474074937,3.326143312358,3.326480353154,3.332623158789,3.33311120912,3.333650261601,3.337947088235,3.327744941306
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,15.319917153795,15.52146932943,15.322425581793,15.364851805626,15.175840072048,14.964037385975,14.393230850515,14.239290144236,14.124787389268,14.025386389569,13.936526943426,13.865750623232,13.789850454303,13.78061774419,13.885463587703
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,1.270182064506,1.258462015846,1.25892147582,1.236867349863,1.221195145771,1.206790853832,1.22458089959,1.229557048571,1.232488370699,1.235652500538,1.239115540782,1.242397761268,1.243079589542,1.237356909312,1.233480658538
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,3.528636316976,3.528000052274,3.548790504421,3.582602155641,3.627113386912,3.674241358032,3.709160254444,3.719335505304,3.724250232901,3.728895131238,3.733566209541,3.735482853456,3.738302647497,3.739866959685,3.740886468453
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,1.777532576752,1.752119416475,1.74399172511,1.732735077744,1.729142082441,1.727698645607,1.752193274864,1.759740457467,1.754243557168,1.749467151026,1.743954467829,1.738208203619,1.729723965993,1.708103809179,1.687872489498
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.727564681314,1.74054292858,1.743933728556,1.766683922182,1.780927347661,1.796445991436,1.790700076868,1.790195950024,1.791234200856,1.794742669445,1.802302047881,1.808256818563,1.807526068815,1.828251123037,1.85242465095
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,7.316197472389,7.312440274385,7.317913585844,7.319939840725,7.325226644845,7.329115799013,7.343129744723,7.349345485227,7.360085101946,7.370649444701,7.380263661902,7.391980173753,7.399573286805,7.464885081381,7.525337694761
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,14.516447648466,14.371249273785,14.357100397142,14.333134457134,14.381387987502,14.43830630848,14.640136034956999,14.694733190262,14.695750908593,14.69387550843,14.689892990222,14.683903449085,14.669244696469,14.530142691903,14.387005219203
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2.870257950574,2.829577656779,2.811742358135,2.81220670627,2.822662963213,2.835913556358,2.872120800959,2.882194481302,2.875662493407,2.870151078198,2.865427422796,2.859988171793,2.848880938636,2.828669058481,2.809064589449
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,1.331909870246,1.313277370915,1.306787765481,1.305341747407,1.310373067154,1.316644424214,1.335572356929,1.340342813617,1.342092573726,1.34359865438,1.345132537128,1.345553994604,1.34624832931,1.33982215571,1.330784517402
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.854407945068,0.851523544881,0.851775330497,0.855452300456,0.860789033857,0.866774690175,0.872135513012,0.873849074519,0.876737907829,0.878884701539,0.880304367326,0.880120500098,0.884690743424,0.88346276431,0.878516956513
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,5.447339308111,5.511456079289,5.515113287806,5.574283328236,5.614286310059,5.644337192558,5.553483503628,5.512811581867,5.535933006603,5.552752085221,5.570679853554,5.57646892853,5.621361436656,5.761938083456,5.871608918194
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,2.280053212988,2.252226027671,2.248672609359,2.239890786964,2.242499117055,2.247486890411,2.283364830216,2.293753095305,2.288606446385,2.284289935613,2.280183338857,2.275733997142,2.266082855545,2.236016428397,2.204523513517
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,4.207033344282,4.194831799184,4.216890346834,4.188802492313,4.178031495519,4.167277364489,4.204799573912,4.217528912975,4.219288986524,4.219679329304,4.2146393233,4.216799280209,4.211569001829,4.181511820373,4.149973582873
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,1.423238994225,1.440582292284,1.459340302538,1.497003394184,1.53614886172,1.575603794358,1.575550631313,1.577722697797,1.590339065633,1.601576208815,1.611913989285,1.620487104569,1.636013692629,1.665967829423,1.687981458423
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1.359130872359,1.387199981368,1.40287399046,1.48696716624,1.56973466858,1.653553569572,1.630036426617,1.628311351097,1.647231905754,1.66511661642,1.678256933806,1.697183972286,1.718549966814,1.781323887127,1.83504348347
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,2.228272319295,2.262461813591,2.259925474174,2.27788228623,2.271550573935,2.263622235371,2.214735636884,2.202780090237,2.196840897147,2.193624243027,2.192786351786,2.193142420902,2.187674263772,2.191611624074,2.20989473808
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,2.339602704826,2.321544769646,2.318406933202,2.288648197153,2.26745762469,2.247856539718,2.267768321813,2.272276757988,2.273936541248,2.273961064287,2.273356921081,2.269420387965,2.272770935851,2.2715783991,2.264504043061
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,2.197208040969,2.197457287316,2.211589412422,2.205588457348,2.207421927621,2.20920252783,2.226730071371,2.232623987007,2.242449087463,2.250941119253,2.25819287651,2.263839338261,2.274401873528,2.277606914767,2.271350066931
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,1.875847328071,1.875529654573,1.892618828706,1.895985281376,1.908991102093,1.918933747585,1.930663504466,1.938991778168,1.947934386555,1.955300186271,1.957430558879,1.965882907872,1.972123984899,1.958489380068,1.936357578471
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,3.188042389499,3.184500590282,3.208689109392,3.156288602561,3.119642499758,3.083905246522,3.120137902874,3.13121377268,3.135052126756,3.138190790519,3.140208393614,3.14389518829,3.143159367789,3.143007910904,3.140924732969
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0.801329455854,0.807855863285,0.823542074463,0.819175124327,0.819466401469,0.820734279121,0.835385341274,0.839356923275,0.840854368842,0.842581131444,0.844547665357,0.84637024942,0.846150022669,0.837775880681,0.828814248175
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,6.130493360486,6.077573016241,6.086955515422,5.973152612005,5.892971846567,5.819308802886,5.910341200859,5.934670096757,5.939026282044,5.944198511254,5.949680134249,5.955667868388,5.949101002446,5.898699547013,5.844697786784
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,1.509199569596,1.514384100329,1.528651318197,1.52494772506,1.526241042509,1.527801426198,1.537934158276,1.541520745956,1.539942877843,1.537029215213,1.532663913794,1.525291944345,1.52671268718,1.539679139198,1.546972325203
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,1.022268327705,1.010951191428,1.010641225819,0.999066642381,0.993046219002,0.988231224759,1.005210356166,1.009616268107,1.008593770542,1.007846556978,1.007419052223,1.006716569878,1.003646552436,0.998282657635,0.993748674412
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,76.277767701642,79.048493879517,80.930641401223,84.325125777912,87.19588254451,90.095334802483,90.936723446996,93.840739814088,96.609631241461,99.096533148452,100,101.809137853054,104.335959934306,106.408995042803,108.080412340947
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,71.020745997299,74.68345295799,78.053571514754,81.50307532389,84.719232339956,88.033338243801,89.670977229756,92.790506817698,95.918246691927,98.761482048028,100,102.122781297968,105.026568233627,108.519473374197,111.541071310789
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,71.147437251,74.06748917301,76.285248024433,80.899175093097,85.221661392427,89.686214797423,90.779183231694,93.750068171235,96.55832800782,99.034242586116,100,101.703017084061,104.33146567456,106.258984619171,107.456518987961
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,62.203781124155,65.556421755609,68.729755861359,74.329744399695,80.124051752321,86.202834706293,87.562786093887,90.802440047138,94.686573833415,98.231913696159,100,102.804391021738,106.769493576121,109.318343469743,110.342013363844
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,74.516812600667,77.786126802806,80.38372549731,83.78585380294,86.708385286964,89.491244539796,89.947235487067,92.95504629816,96.094594453564,98.951857765745,100,102.394082926691,105.151472683531,106.363207768304,107.130440097982
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,75.825321206269,78.7002004864,81.143272237561,84.02593522753,86.615499079683,89.234360926347,90.781420614524,93.872445237227,96.652183191197,99.115619868727,100,101.731593420545,104.241698302044,106.877955899462,109.092192541014
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,71.810343914761,73.575727192862,75.236880463309,79.211056348431,83.252444922309,87.433370995815,89.472934134169,92.743997943347,95.913964981009,98.784859855816,100,102.211031872736,105.062771478421,108.046948896311,110.582361842079
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,71.873237626379,74.198438050183,76.41480750697,79.963480829867,83.358067232706,86.975547471664,89.160597084409,92.45443975756,95.597532082172,98.564575837359,100,102.293174766556,105.082684289556,105.898582144663,106.131256182652
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,80.105405372328,82.487725305869,84.172458359804,86.179778722344,87.976614702721,89.696175944611,90.96842145002,93.61127610908,96.421786548439,98.913875010029,100,101.824047424615,104.368115912561,106.57898545427,107.922206707772
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,83.84937557322,88.03834544067,88.978677054254,92.967427704759,94.949823138021,96.73787190734,93.916745447075,95.879377049023,97.914674623071,99.72837371289,100,101.292102570979,103.237864809564,105.21858790077,107.684406322771
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,78.190168121077,80.282688484751,82.224231041152,84.172130374535,85.934834153866,87.745026540415,89.870049191875,93.116855760463,96.09293329294,98.819581346151,100,102.078814107552,104.669740618246,106.257972639213,107.588916288823
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,72.090994556921,74.69616845858,76.925351152861,80.915500203169,84.709721245232,88.663756504731,90.342279029899,93.483060389449,96.368571349302,98.972553114381,100,101.86140205666,104.468321535275,106.588570401373,108.29232142661
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,77.746420260868,79.418587769591,80.932370377389,83.782636568771,86.455278910465,89.255534353217,91.366327620025,94.69017079045,97.179614658613,99.409779740177,100,101.473680582901,103.484588469791,104.221533942823,104.604769223721
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,73.114702169802,76.339755147433,78.309668115404,82.658644328214,86.161768505771,89.802596209271,90.351335869682,93.210409742376,96.016356312379,98.680893496581,100,102.145513251412,104.638380518887,107.941044020347,111.086163576534
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,75.615619823869,78.322051454345,80.246921702594,83.635880238577,86.545634600165,89.470941956576,90.47917383743,93.447612318139,96.345488478331,98.967440796589,100,101.970764594977,104.608943169396,107.629070722814,110.204951789627
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,75.3771468805,77.333824760737,79.097195913942,82.27720696768,85.364666619422,88.552315643768,90.628706602797,93.8716595732,96.64815645972,99.123398813699,100,101.767626997963,104.189304029382,105.251813794907,105.851925366498
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,76.406356502328,78.059507040411,79.414369628978,82.75892187434,85.894546218487,89.167353986479,91.149143372258,94.389849228713,96.954712882574,99.25989372441,100,101.615880312928,103.733469257157,105.0439558954,105.954475309601
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,75.527956448825,77.176482875435,78.62360705469,81.83067764326,84.942660220672,88.187235786141,90.290414299844,93.506593411838,96.391296069887,98.983531300332,100,101.84103673366,104.422506980895,105.988908297143,106.927559484053
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,74.033860531978,76.464068820049,78.307828957178,81.944524542172,85.262850302261,88.710631013675,90.092868897123,93.152603443074,96.218227597898,98.936720289482,100,101.787873203401,104.855844621699,106.790774188167,107.860960859351
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,74.588899965427,78.208102709942,80.123372284238,84.379672702845,87.878438993562,91.286604592296,90.656007312052,92.865921377272,96.007033325424,98.777617013336,100,101.914938356374,105.285199840915,110.062336568893,113.918934432817
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,76.273414669718,78.079280876094,79.812229777953,82.835037481738,85.754810275411,88.803422253421,91.063605524812,94.39920191776,96.966511891497,99.275005420649,100,101.61047679087,103.690754157715,104.347864046824,104.494145841613
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,76.140112482262,78.676989978777,80.973866162447,83.808190909812,86.438510060995,89.082889558971,90.724417126045,93.905077759069,96.716212662797,99.21503608161,100,101.861313931215,104.259952258825,105.572609287258,106.422121001266
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,67.349433100687,70.646362815561,73.270253557044,78.313731590901,83.097396392001,88.065834971572,88.885271167552,91.850226604425,95.316543997352,98.460991666805,100,102.35061927297,105.895885401298,109.977308765197,113.1808106778
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,61.773299945688,65.339261842432,67.650840324856,74.713645327474,81.557476111326,88.769162494417,88.323884591132,91.048002696472,94.823661251381,98.320632944373,100,102.957320488766,106.84094721772,112.943900815612,118.177528340199
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,77.512174502889,81.560248073718,83.408590168823,87.597549180858,90.327932257284,93.005779152193,91.846979052695,94.268423892411,96.788266123943,99.134399180009,100,101.825669828318,104.09271936064,106.351989217695,108.923668886982
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,78.500507323771,80.7240674848,82.534404691656,84.892321701295,86.969611715471,89.084730011319,90.713173461775,93.796152313179,96.634263049185,99.122867991281,100,101.632845675206,104.309066079292,106.325747781949,107.659526954253
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,74.21780764815,76.922432416574,79.260434981133,82.360778839962,85.23545757727,88.140762227095,89.669726088375,92.778207232331,95.936083082685,98.778303465404,100,102.063704860525,105.084869064727,107.323809858739,108.7101347091
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,73.098606785994,75.741023735366,78.250978069389,81.678094070782,85.038094026683,88.323428725618,89.693201313546,92.956770359685,96.140944522391,98.988681281745,100,102.248758231886,105.119156406625,106.466554223197,106.916858210567
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,77.439687539118,80.163461740994,82.695552374249,84.756933311677,86.624818130829,88.479948098199,90.355505757878,93.571948136271,96.450996852486,99.032863019936,100,101.928667941625,104.434008434489,106.503859390679,108.105067473063
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,72.374389976303,75.614191932404,78.917734357857,81.791766440815,84.60635085813,87.554951241224,89.950169620045,93.263977723415,96.187147077396,98.865786322501,100,102.028848024208,104.533916183646,105.555782333132,106.066938991402
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,78.595880433265,80.747701142974,82.797932481792,84.657802425127,86.364790942871,88.121136445135,90.335455206399,93.603995486481,96.43663627204,99.005232469665,100,101.91159815959,104.32580404841,105.497216101402,106.173329078234
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,75.109991922538,78.105696368754,80.718760680056,83.900591358056,86.830474365279,89.809500808503,91.24942002755,94.383018962833,97.068452008518,99.378777829042,100,101.319445463793,103.930830710631,106.89604447261,109.089413069113
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,77.402095838238,79.325647943347,81.189493539498,83.625994657743,85.951860134357,88.379332176084,90.737351018899,94.045409721391,96.722284564146,99.138585399694,100,101.738145427683,103.945251235928,105.443960120829,106.613793194304
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,3.632416445002,2.381003646413,4.194312954794,3.404390731843,3.325216940712,0.933887027955,3.193447330203,2.950628301587,2.574175964688,0.911703793103,1.809137853054,2.48192071413,1.986884588786,1.570748128456
