Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,169779.078,180067.619,200103.375,216377.997,230871.858,242842.669,268766.136,290013.87,300133.581,303588.105,287430.529,298336.276,296708.833,282711.154,263809.013
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,15415.493,16525.372,18273.366,19688.105,20009.106,18663.138,18719.126,17548.362,16902.761,19072.731,20462.201,19136.136,16249.652,13683.977,10926.679
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,22442.287,25170.117,28455.797,32409.551,37992.61,38927.957,39388.865,44356.534,46944.352,53658.143,51493.071,47544.287,45051.63,41452.436,36327.188
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,80.202221369381,79.430451392972,77.256198428825,75.100965757521,72.473642002161,69.684185750852,65.027927972464,61.948821248469,60.051839512153,58.620925182569,59.765127898026,58.619067528306,57.189243882111,57.415253036378,56.787223676918
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,0.006570423469,0.009746047314,0.006963993738,0.007321918986,0.037881236677,0.078292364663,0.181524614701,0.176024375528,0.134161658729,0.097364977996,0.088723853537,0.062627124422,0.036517207018,0.03264429462,0.035434164196
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,1.578001406257,1.302846573677,1.169907998024,1.13288357555,1.118938698116,1.242041784889,1.487011947163,1.734646245455,1.742410403425,1.724112505099,1.805355456751,1.785610733251,1.559512120871,1.255521892389,0.94010065204
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,0.000010284614,0.000004612025,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,0.481227973677,0.457937015738,0.486224609429,0.465014746435,0.480607872728,0.502407882799,0.586276803044,0.634662822005,0.634478465269,0.593336312092,0.579842837944,0.562190033329,0.550847401331,0.467473184611,0.432461763477
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,0.070872465769,0.189396998196,0.158873614921,0.206329118964,0.14563135763,0.209891949417,0.299916055442,0.387271914585,0.632192125207,0.870644548711,0.980173524291,0.682633086952,0.649406527699,0.652980522509,0.61173992504
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,0.01262534128,0.013672054535,0.011675782801,0.010344396003,0.007861207187,0.005552860918,0.016267539072,0.025665916904,0.024946025408,0.025348566255,0.016887199164,0.009648397467,0.010159914477,0.012119429467,0.017447376919
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,14.430680171399,15.09957009722,16.951544296744,18.599025197138,20.568126806375,22.856999895567,26.64117783878,28.919827216525,30.328269686625,30.71084361813,29.403120824908,31.285644086215,33.15446271489,33.609278438807,34.920567833934
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,1.310267741985,1.385735060431,1.548008738981,1.692314218894,1.782589844667,1.756624340663,1.855514880612,1.749901123602,1.708011120744,1.92938935836,2.09321038527,2.006750061067,1.815748037956,1.626779087546,1.446371490041
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,1.907522822169,2.110640147892,2.410602536537,2.785801070508,3.38472097446,3.664003170232,3.904382348722,4.423179136929,4.74369100244,5.42803493079,5.267558020111,4.985828948991,5.034102193648,4.927950113673,4.808653117436
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,120.353272521992,121.992062465015,120.755154840792,119.009997976648,114.82508914754,108.684173094163,103.200466474237,102.584940079444,101.234254975151,101.123836807986,100,97.548702756143,91.548032569179,86.048695155006,77.280311935573
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,161.508895652461,162.132750798912,156.09577912393,149.54817461609,139.241606207955,126.722193567355,112.28809736778,106.333180221911,101.719906686604,99.187822065901,100,95.678101850927,87.602301637492,82.665389994723,73.429682392637
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,8.91273242548,13.400459576097,9.478151687783,9.821277243374,49.025332028165,95.90589873876,211.143048536816,203.524185393874,153.078963843836,110.972638734678,100,68.856282737303,37.679590370809,31.660019762003,30.863890070689
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,105.196809070032,88.036369793031,78.251859445503,74.68029164555,71.167279153449,74.772136331534,85.002832005309,98.567060843124,97.704647797813,96.5731545842,100,96.481836861989,79.081527075285,59.841966397617,40.242087157315
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|México<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,99.884585393048,96.344521952063,101.258693143928,95.442075698715,95.173792310162,94.169974560094,104.345584006379,112.283610843539,110.773041462459,103.477081150124,100,94.578918398239,86.970110757093,69.373035111304,57.637652471834
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,8.702268502124,23.572285786119,19.572868981351,25.05191929989,17.060380849029,23.273361702003,31.577548319468,40.531870293957,65.294049686606,89.823806784957,100,67.936921820842,60.654454007469,57.324668062453,48.231717199991
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,89.979464626456,98.766060297672,83.489923128646,72.900576080833,53.45254753727,35.737607598694,99.413621192021,155.913157783149,149.544768931615,151.792150520048,100,55.733851866659,55.078416050303,61.754532623379,79.843834238949
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,59.067865404096,62.647353301848,69.617996284591,75.280102553059,80.322663985356,84.487430700168,93.506468131644,100.898770568661,104.419520794884,105.621384776424,100,103.794220133102,103.22801618613,98.358081510541,91.781834698568
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,75.336436192763,80.760481240508,89.303032454818,96.216946554283,97.785697638294,91.207871528581,91.481488232864,85.759894548978,82.604803852723,93.209577014711,100,93.519441041558,79.413021111463,66.874413949897,53.399333727589
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,43.583120144456,48.88059016717,55.261409831237,62.939635121005,73.781985152915,75.59843731208,76.493524730735,86.140781931612,91.166347410121,104.204589001887,100,92.331426494256,87.490664520669,80.500997891542,70.547720876854
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,1.361649674066,-1.013924676106,-1.445202787777,-3.516434669572,-5.348061211158,-5.045542937678,-0.596437609075,-1.316650478371,-0.109071941303,-1.111347080432,-2.451297243857,-6.151460775409,-6.007051445936,-10.190024617617
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Campeche<C1>,NA,0.38626674025,-3.72347452642,-4.194607019221,-6.891804888019,-8.991143510584,-11.390345915929,-5.303248772989,-4.338508004444,-2.489271474171,0.81882827668,-4.321898149073,-8.440594093325,-5.635595812538,-11.172399480212
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,50.351866704619,-29.269950526998,3.620173709957,399.174708271679,95.625189613529,120.156477665626,-3.608389286666,-24.785860929704,-27.506277839791,-9.88769741784,-31.143717262697,-45.277919642334,-15.975679537826,-2.51462158678
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Colima<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,-16.312699433285,-11.114168349434,-4.564195439267,-4.704069058507,5.065329489852,13.682497485979,15.957384616277,-0.874950554408,-1.158075116298,3.548445145604,-3.518163138011,-18.034803598934,-24.328767272478,-32.752732605863
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Durango<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|México<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Morelos<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,-3.544153912293,5.100623359064,-5.744314156756,-0.281095509071,-1.054720764721,10.805577355011,7.60743917699,-1.345315999131,-6.586404251442,-3.360242781761,-5.421081601761,-8.044929853298,-20.233475032517,-16.916345984634
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Puebla<C1>,NA,170.875183641663,-16.966605788918,27.993087389281,-31.899904974131,36.417597637204,35.681079183117,28.356609208222,61.093108245589,37.568135559193,11.329060278424,-32.063078179158,-10.71945507419,-5.489763282027,-15.862195403479
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,9.765112192758,-15.46699050563,-12.683383396457,-26.677468943454,-33.141432456936,178.176486541461,56.832792039631,-4.084574350288,1.502815246892,-34.12044057786,-44.266148133341,-1.176010260199,12.121112137609,29.292265437245
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Sonora<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,6.059958106263,11.126795651138,8.133107200216,6.698398728592,5.185045550246,10.675004976164,7.905658918279,3.489388628206,1.150995496236,-5.32220325299,3.794220133102,-0.545506239409,-4.71764822721,-6.686025907559
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,7.199763251166,10.577637828668,7.742082110104,1.630431166433,-6.726777298296,0.299992423568,-6.254373200971,-3.678981548249,12.837961798076,7.285112970974,-6.480558958442,-15.083943801403,-15.789107360576,-20.149829249201
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,12.15486639129,13.053892439197,13.894370978259,17.226585459329,2.461918251997,1.184002540899,12.611861245558,5.834130322266,14.301594790359,-4.03493650535,-7.668573505744,-5.242810771355,-7.989042793789,-12.364166004623
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,1.361649674066,-1.013924676106,-1.445202787777,-3.516434669572,-5.348061211158,-5.045542937678,-0.596437609075,-1.316650478371,-0.109071941303,-1.111347080432,-2.451297243857,-6.151460775409,-6.007051445936,-10.190024617617
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Baja California<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Contribución a la variación nacional|B.1bV---Valor agregado bruto|Campeche<C1>,NA,0.309794506092,-2.957572623838,-3.240593922079,-5.175812029026,-6.516209159761,-7.937269805721,-3.4485927923,-2.687654568523,-1.494853310691,0.480004711446,-2.582987956416,-4.947797551357,-3.222954633442,-6.414661431799
